row_id,final_decision,_source,screening_tier,signal_count,trigger_reason,veto_any,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,MD_d2,LS_run,DKNA_count,ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
412,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.0,4.608146178305006,4,0,412,25 Feb 19,25 Feb 19,20,Rosa,Administered by female interviewer,CATI,1.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29067,Málaga,Municipalities >=10K pop.,">100,000 pop.",29014,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,3,Quite,Voting in elections,Quite,"Yes, a little",Quite,"TV, RADIO, PERIODICO",TV,Radio,Newspapers,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather positive,Solidarity,Ascedent categories,IGUALDAD EN TODOS LOS ASPECTOS,Equality in general,,,,Quite capable,Agree,Agree,Strongly agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,"Yes, in one",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,8,Yes,5,Yes,Unidos Podemos,Blank/Null,Unidos Podemos,Never,,,,Man,44.0,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.7692307692306408,0.8540145985348291,0.8429423459242716
427,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,13.2,7.276599611860257,3,2,427,01 Mar 19,01 Mar 19,11,Daniel,Administered by male interviewer,CATI,5.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28047,Hardly,3 or 4 days (quite a lot),Never,3 or 4 days (quite a lot),Less (almost never),3 or 4 days (quite a lot),4,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"3, 5",Personal conversations,Radio,,,Little,Very often,Little,Little,Yes,,Quite necessary,Rather positive,Hope,Ascedent categories,QUE TODO SE HAGA UN POQUITO MEJOR,ALL,,,,,Disagree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Maybe,1,IWD demonstration,,,,No,Yes,,No,Yes,"Yes, in two or more",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,5,No,5,Yes,,DK,DK,Never,,,,Woman,43.0,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years","Has a partner, but does not live with him/her",,,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.9047619047617536,0.9543568464670732,0.9266666666664668
451,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.9,7.19572126184648,3,1,451,25 Feb 19,25 Feb 19,14,Eva,Administered by female interviewer,CATI,1.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28115,Pozuelo de Alarcón,Municipalities >=10K pop.,"20,000-99,999 pop.",28223,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Na,Quite,None are useful,Little,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,DK,,,"VILENCIA DE GENERO, IGUALDAD SALARIAL",Gender-based violence,Equal pay,,,Quite capable,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,"Yes, in one",9,"Independentists (Catalonia, in favour of political prisoners)",,,,Yes,Has no sympathy whatsoever,No,6,Yes,PP,Cs Ciudadanos,,3-4 days a week,Yes,Yes,Yes,Man,67.0,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.8999999999998497,0.9857819905151366,0.9973614775723444
455,invalid,queue,MEDIUM,1,DUR_short,0,1,1,0,0,0,0,7.9,,2,3,455,26 Feb 19,26 Feb 19,10,Daniel,Administered by male interviewer,CATI,2.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Castellón/Castelló,12032,Borriana/Burriana,Municipalities >=10K pop.,"20,000-99,999 pop.",12530,Very,Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),Never,Less (almost never),4,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,DK,DK,,,0,,,,,Quite capable,DK,Strongly agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Woman,59.0,8,Unemployed,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",0.8749999999998539,1.322751322743256,1.382978723405372
477,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.9,8.017495234605098,3,0,477,25 Feb 19,25 Feb 19,18,Eva,Administered by female interviewer,CATI,1.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36060,Vilagarcía de Arousa,Municipalities >=10K pop.,"20,000-99,999 pop.",36600,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),Never,Less (almost never),5,Very,Voting in elections,Quite,"Yes, quite a lot",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,No feelings,,,88,DK,,,,,Agree,Disagree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,,,Undefined right,Never,,,,Man,65.0,4,Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",0.8999999999998497,0.9857819905151366,0.9973614775723444
487,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.5,8.75376946896136,4,3,487,25 Feb 19,25 Feb 19,13,Daniel,Administered by male interviewer,CATI,1.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36052,Silleda,Municipalities <10K pop.,"5,000-9,999 pop.",36540,,3 or 4 days (quite a lot),Less (almost never),Everyday or almost everyday (5-7),DK,1 or 2 days/weekends,5,Very,Voting in elections,Quite,"Yes, a little",Quite,5,Radio,,,,Very often,Very often,Very often,Very often,Yes,,Quite necessary,Rather positive,Solidarity,Descendent categories,IGUALDAD,Equality in general,,,,Quite capable,Agree,Strongly agree,Disagree,Agree,Agree,Maybe,1,IWD demonstration,,,,No,No,,No,Yes,No, ,,,,,Yes,4,No,5,Yes,PP,DK,DK,Never,,,,Man,46.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,3,Yes,No,Yes,No,Only son/s,"Yes, call him/her",0.7692307692306408,0.8540145985348291,0.8429423459242716
509,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.3,2.375201455995278,5,0,509,25 Feb 19,25 Feb 19,17,María,Administered by female interviewer,CATI,1.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",MURCIA,Murcia,30012,Bullas,Municipalities >=10K pop.,"10,000-19,999 pop.",30189,Quite,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),7,Very,Take to the strees to demonstrate,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Hope,Ascedent categories,"LA PRECARIEDAD EN EL TRABAJO LA DISCRIMINACION, EL MALTRATOS Y ABUSOS",Labour equality,Gender-based violence,,,,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,No, ,,,,,No,,,No,No,No, ,,,,,Yes,9,No,3,Yes,PSOE,PSOE,,3-4 days a week,Yes,Yes,No,Man,26.0,"9, 11, TRABAJA EN EL CAMPO CUANDO HAY TRABAJO EN SU PROPIA PARCELA",Unpaid domestic work,"FP2, Higher Vocational Training, Conservatoire 10 years",No partner,,,1,No,No,No,No,,"Yes, by SMS",0.999999999999833,0.9645390070893632,0.9722222222220128
511,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,14.6,2.2775538540346503,3,0,511,02 Mar 19,02 Mar 19,19,Luna,Administered by female interviewer,CATI,6.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28011,Quite,Less (almost never),Never,Never,Never,Everyday or almost everyday (5-7),0 Completely dissatisfied,Quite,None are useful,Little,"No, I didn't know anything",, ,,,,,,,,,,,Not at all necessary,Rather negative,Mistrust,Ascedent categories,"DICE QUE NOS QUIEREN DIVIDIR COMPLENTAMIENTAMENTE A LA SOCIEDAD LE ES INDIEFERNTE, , 99",,,,,Quite capable,Agree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,4,No,3,Did not want to vote,Abstained,Will abstain,Will abstain,Never,,,,Man,55.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,3,Yes,No,Yes,No,Both (sons and daughters),"Yes, call him/her",0.999999999999833,0.9857819905151366,0.9973614775723444
522,invalid,queue,HIGH,2,DUR_short+DKNA,0,2,1,0,0,0,1,7.2,,2,4,522,28 Feb 19,28 Feb 19,20,Alejandro,Administered by male interviewer,CATI,4.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28042,Quite,Never,Less (almost never),Less (almost never),1 or 2 days/weekends,Never,DK,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,No feelings,,,0,,,,,Quite capable,Agree,Agree,Agree,DK,DK,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,,Yes,,,,Never,,,,Woman,,1,Working full time,,NC,,,99,,,,,,No,0.7333333333332107,1.023076923075037,0.9756097560973508
527,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.2,1.3137918149468457,5,1,527,26 Feb 19,26 Feb 19,16,Raúl,Administered by male interviewer,CATI,2.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8029,Cabrera de Mar,Municipalities <10K pop.,<5k pop.,8349,Hardly,1 or 2 days/weekends,3 or 4 days (quite a lot),1 or 2 days/weekends,Less (almost never),1 or 2 days/weekends,1,Quite,Both are useful,Quite,"Yes, quite a lot",Hardly,"1, 5",TV,Radio,,,Very often,Very often,Very often,Very often,No,No,Very necessary,Rather positive,,Descendent categories,TODAS SON IMPORTANTES,ALL,,,,Not very capable,Disagree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,6,No,4,Yes,PDeCAT,PDeCAT,,Have no networks,,,,Woman,49.0,AUTONOMA,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,"3, 4",Yes,No,Yes,Yes,Only son/s,"Yes, by SMS",0.9047619047617536,0.9543568464670732,0.9266666666664668
531,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.4,5.440685077490584,2,0,531,25 Feb 19,25 Feb 19,12,Luna,Administered by female interviewer,CATI,1.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Castellón/Castelló,12032,Borriana/Burriana,Municipalities >=10K pop.,"20,000-99,999 pop.",12530,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),5,Hardly,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,2,No,7,Yes,PP,PP,,Never,,,,Man,74.0,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, by SMS",0.8999999999998497,0.9857819905151366,0.9973614775723444
533,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.1,5.316145997076486,2,1,533,25 Feb 19,25 Feb 19,11,David,Administered by male interviewer,CATI,1.0,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13071,Puertollano,Municipalities >=10K pop.,"20,000-99,999 pop.",13500,Quite,Everyday or almost everyday (5-7),Less (almost never),1 or 2 days/weekends,1 or 2 days/weekends,Everyday or almost everyday (5-7),7,Quite,Voting in elections,Can't say,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,No feelings,,,BRECHA SALARIAL,Equal pay,,,,Very capable,Agree,Agree,Disagree,Disagree,Strongly disagree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,4,No,8,Yes,PP,VOX,,Never,,,,Man,51.0,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.7692307692306408,0.8540145985348291,0.8429423459242716
537,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.4,4.39313910516078,5,0,537,25 Feb 19,25 Feb 19,9,Autoadministrado CAWI,Self-administered,CAWI,1.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28038,Not at all,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Quite,Voting in elections,Little,"Yes, very much",No interest,"REDES SOCIALES, RADIO",Social networks,Radio,,,Little,Quite,Little,Quite,Yes,,Very necessary,Rather positive,Hope,Descendent categories,"IGUALDAD SALARIAL, REORGANIZACION DE LOS CUIDADOS",Equal pay,Gender equality,,,Quite capable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,PARTICIPAR EN MANIFESTACION,IWD demonstration,,,,Yes,,Since approx. one year ago (since 2018 IWD),Yes,No,No, ,,,,,Yes,8,No,3,Yes,Unidos Podemos,PSOE,,Never,,,,Woman,54.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Only daughter/s,"Yes, by SMS",0.7916666666665344,0.9543568464670732,0.9266666666664668
546,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,13.6,2.785154707081306,4,0,546,25 Feb 19,25 Feb 19,17,Daniel,Administered by male interviewer,CATI,1.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8285,Torelló,Municipalities >=10K pop.,"10,000-19,999 pop.",8570,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,4,Quite,Take to the strees to demonstrate,Quite,"Yes, quite a lot",Hardly,"2, 6",Social networks,Newspapers,,,Little,Quite,Very often,Very often,No,No,Very necessary,Rather positive,Hope,Descendent categories,IGUALDAD,Equality in general,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Maybe,"1, 2",IWD demonstration,Work strike,,,Yes,,Since before,No,No,"Yes, in one",9,"Independentists (Catalonia, in favour of political prisoners)",,,,Yes,9,No,3,Yes,Unidos Podemos,Unidos Podemos,,3-4 days a week,Yes,Yes,Yes,Man,38.0,2,Working part-time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",0.7692307692306408,0.8540145985348291,0.8429423459242716
548,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.2,2.2452865871070693,3,1,548,25 Feb 19,25 Feb 19,18,Eva,Administered by female interviewer,CATI,1.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29042,Coín,Municipalities >=10K pop.,"20,000-99,999 pop.",29100,Very,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Never,1 or 2 days/weekends,8,Very,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Disagree,Agree,Agree,Strongly agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,7,No,9,"No, because he/she couldn't",Abstained,Cs Ciudadanos,,Have no networks,,,,Man,74.0,4,Retired or pensioner (previously worked),No schooling (or less than 5 years of schooling),Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.8999999999998497,0.9857819905151366,0.9973614775723444
550,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,8.8,7.349486657849875,3,1,550,03 Mar 19,03 Mar 19,11,Raúl,Administered by male interviewer,CATI,7.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28045,Colmenar Viejo,Municipalities >=10K pop.,"20,000-99,999 pop.",28770,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,8,Quite,Voting in elections,Not capable,"Yes, quite a lot",Hardly,9,Other,,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather negative,Mistrust,Ascedent categories,88,DK,,,,,Strongly disagree,Agree,Strongly agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,8,Yes,,DK,Undefined right,Never,,,,Woman,49.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, call him/her",0.759999999999873,0.9543568464670732,0.9266666666664668
552,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.5,9.695301728413193,4,0,552,26 Feb 19,26 Feb 19,17,Raúl,Administered by male interviewer,CATI,2.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Córdoba,14021,Córdoba,Municipalities >=10K pop.,">100,000 pop.",14006,Not at all,Never,Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),2,Very,Voting in elections,Not capable,"Yes, very much",Quite,"2, 5",Social networks,Radio,,,Little,Very often,Not at all,Quite,No,No,Not at all necessary,Rather negative,Mistrust,Ascedent categories,NO,,,,,Very capable,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,9,Yes,VOX,VOX,,1-2 days a week/weekends,Yes,Yes,No,Woman,38.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, by SMS",0.9047619047617536,0.9543568464670732,0.9266666666664668
553,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.8,2.31402544206185,4,1,553,28 Feb 19,28 Feb 19,9,Daniel,Administered by male interviewer,CATI,4.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33059,Salas,Municipalities <10K pop.,"5,000-9,999 pop.",33866,Quite,3 or 4 days (quite a lot),Never,Less (almost never),Everyday or almost everyday (5-7),1 or 2 days/weekends,6,Quite,Take to the strees to demonstrate,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Solidarity,Descendent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Quite capable,Agree,Strongly agree,Strongly agree,Agree,Agree,Maybe,COLABORAR UN POCO,Participation in the organisation of IWD,,,,No,No,,No,No,No, ,,,,,Yes,5,No,5,Did not want to vote,Abstained,PP,,Have no networks,,,,Man,58.0,"6, 8,","Looking for a job, has worked before","FP1, Intermediate Vocational Training",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, call him/her",1.058823529411588,0.9857819905151366,0.9973614775723444
566,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.4,4.3862628383551945,2,2,566,26 Feb 19,26 Feb 19,12,Eva,Administered by female interviewer,CATI,2.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Cádiz,11015,Chiclana de la Frontera,Municipalities >=10K pop.,"20,000-99,999 pop.",11130,Quite,3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),1 or 2 days/weekends,5,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,DK,,,EQUIPARAR DERECHOS,Equal rights,,,,,Agree,Strongly agree,Agree,Agree,Disagree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,7,No,5,Yes,Cs Ciudadanos,DK,Cs Ciudadanos,Never,,,,Woman,42.0,2,Working part-time,Primary school (or has attended school for 5 years or more),Yes,Greater participation of my partner,Man,"3, 4",Yes,No,Yes,Yes,Both (sons and daughters),"Yes, call him/her",0.9047619047617536,0.9543568464670732,0.9266666666664668
569,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,16.3,3.6928593490068753,3,2,569,25 Feb 19,25 Feb 19,13,Luna,Administered by female interviewer,CATI,1.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Huelva,21041,Huelva,Municipalities >=10K pop.,">100,000 pop.",21001,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),0 Completely dissatisfied,Very,Take to the strees to demonstrate,Not capable,"No, I didn't know anything",, ,,,,,,,,,,,DK,DK,,,LOS CRIMENES DE LAS MUJERES,Gender crimes,,,,Very capable,Disagree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,"Yes, in two or more",EDUCACION Y SANIDAD,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,9,Yes,1,Yes,PACMA,PACMA,,Every or almost every day,Yes,Yes,Yes,Man,49.0,"1, AUTONOMO",Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, by SMS",0.7692307692306408,0.8540145985348291,0.8429423459242716
