ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,DUR,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
451,25 Feb 19,25 Feb 19,14,Eva,Administered by female interviewer,CATI,12.9,1,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28115,Pozuelo de Alarcón,Municipalities >=10K pop.,"20,000-99,999 pop.",28223,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Na,Quite,None are useful,Little,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,DK,,,"VILENCIA DE GENERO, IGUALDAD SALARIAL",Gender-based violence,Equal pay,,,Quite capable,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,"Yes, in one",9,"Independentists (Catalonia, in favour of political prisoners)",,,,Yes,Has no sympathy whatsoever,No,6,Yes,PP,Cs Ciudadanos,,3-4 days a week,Yes,Yes,Yes,Man,67,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",.8999999999998497,.9857819905151366,.9973614775723444
455,26 Feb 19,26 Feb 19,10,Daniel,Administered by male interviewer,CATI,7.9,2,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Castellón/Castelló,12032,Borriana/Burriana,Municipalities >=10K pop.,"20,000-99,999 pop.",12530,Very,Everyday or almost everyday (5-7),Less (almost never),Everyday or almost everyday (5-7),Never,Less (almost never),4,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,DK,DK,,,0,None,,,,Quite capable,DK,Strongly agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Woman,59,8,Unemployed,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",.8749999999998539,1.322751322743256,1.382978723405372
477,25 Feb 19,25 Feb 19,18,Eva,Administered by female interviewer,CATI,12.9,1,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36060,Vilagarcía de Arousa,Municipalities >=10K pop.,"20,000-99,999 pop.",36600,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),Never,Less (almost never),5,Very,Voting in elections,Quite,"Yes, quite a lot",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,No feelings,,,88,DK,,,,,Agree,Disagree,Disagree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,5,Yes,NA,NA,Undefined right,Never,,,,Man,65,4,Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",.8999999999998497,.9857819905151366,.9973614775723444
487,25 Feb 19,25 Feb 19,13,Daniel,Administered by male interviewer,CATI,12.5,1,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36052,Silleda,Municipalities <10K pop.,"5,000-9,999 pop.",36540,NA,3 or 4 days (quite a lot),Less (almost never),Everyday or almost everyday (5-7),DK,1 or 2 days/weekends,5,Very,Voting in elections,Quite,"Yes, a little",Quite,5,Radio,,,,Very often,Very often,Very often,Very often,Yes,,Quite necessary,Rather positive,Solidarity,Descendent categories,IGUALDAD,Equality in general,,,,Quite capable,Agree,Strongly agree,Disagree,Agree,Agree,Maybe,1,IWD demonstration,,,,No,No,,No,Yes,No, ,,,,,Yes,4,No,5,Yes,PP,DK,DK,Never,,,,Man,46,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,3,Yes,No,Yes,No,Only son/s,"Yes, call him/her",.7692307692306408,.8540145985348291,.8429423459242716
509,25 Feb 19,25 Feb 19,17,María,Administered by female interviewer,CATI,14.3,1,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",MURCIA,Murcia,30012,Bullas,Municipalities >=10K pop.,"10,000-19,999 pop.",30189,Quite,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),7,Very,Take to the strees to demonstrate,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Hope,Ascedent categories,"LA PRECARIEDAD EN EL TRABAJO LA DISCRIMINACION, EL MALTRATOS Y ABUSOS",Labour equality,Gender-based violence,,,NA,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,No, ,,,,,No,NA,,No,No,No, ,,,,,Yes,9,No,3,Yes,PSOE,PSOE,,3-4 days a week,Yes,Yes,No,Man,26,"9, 11, TRABAJA EN EL CAMPO CUANDO HAY TRABAJO EN SU PROPIA PARCELA",Unpaid domestic work,"FP2, Higher Vocational Training, Conservatoire 10 years",No partner,,,1,No,No,No,No,,"Yes, by SMS",.999999999999833,.9645390070893632,.9722222222220128
511,02 Mar 19,02 Mar 19,19,Luna,Administered by female interviewer,CATI,14.6,6,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28011,Quite,Less (almost never),Never,Never,Never,Everyday or almost everyday (5-7),0 Completely dissatisfied,Quite,None are useful,Little,"No, I didn't know anything",, ,,,,,,,,,,,Not at all necessary,Rather negative,Mistrust,Ascedent categories,"DICE QUE NOS QUIEREN DIVIDIR COMPLENTAMIENTAMENTE A LA SOCIEDAD LE ES INDIEFERNTE, , 99",None,,,,Quite capable,Agree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,4,No,3,Did not want to vote,Abstained,Will abstain,Will abstain,Never,,,,Man,55,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,3,Yes,No,Yes,No,Both (sons and daughters),"Yes, call him/her",.999999999999833,.9857819905151366,.9973614775723444
522,28 Feb 19,28 Feb 19,20,Alejandro,Administered by male interviewer,CATI,7.2,4,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28042,Quite,Never,Less (almost never),Less (almost never),1 or 2 days/weekends,Never,DK,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,No feelings,,,0,None,,,,Quite capable,Agree,Agree,Agree,DK,DK,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,NA,Yes,NA,NA,NA,Never,,,,Woman,,1,Working full time,NA,NC,,,99,NA,NA,NA,NA,NA,No,.7333333333332107,1.023076923075037,.9756097560973507
527,26 Feb 19,26 Feb 19,16,Raúl,Administered by male interviewer,CATI,12.2,2,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8029,Cabrera de Mar,Municipalities <10K pop.,<5k pop.,08349,Hardly,1 or 2 days/weekends,3 or 4 days (quite a lot),1 or 2 days/weekends,Less (almost never),1 or 2 days/weekends,1,Quite,Both are useful,Quite,"Yes, quite a lot",Hardly,"1, 5",TV,Radio,,,Very often,Very often,Very often,Very often,No,No,Very necessary,Rather positive,NA,Descendent categories,TODAS SON IMPORTANTES,ALL,,,,Not very capable,Disagree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,6,No,4,Yes,PDeCAT,PDeCAT,,Have no networks,,,,Woman,49,AUTONOMA,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,"3, 4",Yes,No,Yes,Yes,Only son/s,"Yes, by SMS",.9047619047617537,.9543568464670731,.9266666666664669
531,25 Feb 19,25 Feb 19,12,Luna,Administered by female interviewer,CATI,12.4,1,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Castellón/Castelló,12032,Borriana/Burriana,Municipalities >=10K pop.,"20,000-99,999 pop.",12530,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),5,Hardly,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,2,No,7,Yes,PP,PP,,Never,,,,Man,74,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, by SMS",.8999999999998497,.9857819905151366,.9973614775723444
533,25 Feb 19,25 Feb 19,11,David,Administered by male interviewer,CATI,11.1,1,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LA MANCHA,Ciudad Real,13071,Puertollano,Municipalities >=10K pop.,"20,000-99,999 pop.",13500,Quite,Everyday or almost everyday (5-7),Less (almost never),1 or 2 days/weekends,1 or 2 days/weekends,Everyday or almost everyday (5-7),7,Quite,Voting in elections,Can't say,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,No feelings,,,BRECHA SALARIAL,Equal pay,,,,Very capable,Agree,Agree,Disagree,Disagree,Strongly disagree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,4,No,8,Yes,PP,VOX,,Never,,,,Man,51,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",.7692307692306408,.8540145985348291,.8429423459242716
537,25 Feb 19,25 Feb 19,9,Autoadministrado CAWI,Self-administered,CAWI,12.4,1,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28038,Not at all,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Quite,Voting in elections,Little,"Yes, very much",No interest,"REDES SOCIALES, RADIO",Social networks,Radio,,,Little,Quite,Little,Quite,Yes,,Very necessary,Rather positive,Hope,Descendent categories,"IGUALDAD SALARIAL, REORGANIZACION DE LOS CUIDADOS",Equal pay,Gender equality,,,Quite capable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,PARTICIPAR EN MANIFESTACION,IWD demonstration,,,,Yes,,Since approx. one year ago (since 2018 IWD),Yes,No,No, ,,,,,Yes,8,No,3,Yes,Unidos Podemos,PSOE,,Never,,,,Woman,54,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Only daughter/s,"Yes, by SMS",.7916666666665344,.9543568464670731,.9266666666664669
546,25 Feb 19,25 Feb 19,17,Daniel,Administered by male interviewer,CATI,13.6,1,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8285,Torelló,Municipalities >=10K pop.,"10,000-19,999 pop.",08570,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,4,Quite,Take to the strees to demonstrate,Quite,"Yes, quite a lot",Hardly,"2, 6",Social networks,Newspapers,,,Little,Quite,Very often,Very often,No,No,Very necessary,Rather positive,Hope,Descendent categories,IGUALDAD,Equality in general,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Maybe,"1, 2",IWD demonstration,Work strike,,,Yes,,Since before,No,No,"Yes, in one",9,"Independentists (Catalonia, in favour of political prisoners)",,,,Yes,9,No,3,Yes,Unidos Podemos,Unidos Podemos,,3-4 days a week,Yes,Yes,Yes,Man,38,2,Working part-time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",.7692307692306408,.8540145985348291,.8429423459242716
548,25 Feb 19,25 Feb 19,18,Eva,Administered by female interviewer,CATI,11.2,1,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29042,Coín,Municipalities >=10K pop.,"20,000-99,999 pop.",29100,Very,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Never,1 or 2 days/weekends,8,Very,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Disagree,Agree,Agree,Strongly agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,7,No,9,"No, because he/she couldn't",Abstained,Cs Ciudadanos,,Have no networks,,,,Man,74,4,Retired or pensioner (previously worked),No schooling (or less than 5 years of schooling),Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",.8999999999998497,.9857819905151366,.9973614775723444
550,03 Mar 19,03 Mar 19,11,Raúl,Administered by male interviewer,CATI,8.800000000000001,7,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28045,Colmenar Viejo,Municipalities >=10K pop.,"20,000-99,999 pop.",28770,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,8,Quite,Voting in elections,Not capable,"Yes, quite a lot",Hardly,9,Other,,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather negative,Mistrust,Ascedent categories,88,DK,,,,,Strongly disagree,Agree,Strongly agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,8,Yes,NA,DK,Undefined right,Never,,,,Woman,49,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, call him/her",.759999999999873,.9543568464670731,.9266666666664669
552,26 Feb 19,26 Feb 19,17,Raúl,Administered by male interviewer,CATI,10.5,2,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Córdoba,14021,Córdoba,Municipalities >=10K pop.,">100,000 pop.",14006,Not at all,Never,Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),2,Very,Voting in elections,Not capable,"Yes, very much",Quite,"2, 5",Social networks,Radio,,,Little,Very often,Not at all,Quite,No,No,Not at all necessary,Rather negative,Mistrust,Ascedent categories,NO,None,,,,Very capable,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,9,Yes,VOX,VOX,,1-2 days a week/weekends,Yes,Yes,No,Woman,38,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, by SMS",.9047619047617537,.9543568464670731,.9266666666664669
553,28 Feb 19,28 Feb 19,9,Daniel,Administered by male interviewer,CATI,10.8,4,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33059,Salas,Municipalities <10K pop.,"5,000-9,999 pop.",33866,Quite,3 or 4 days (quite a lot),Never,Less (almost never),Everyday or almost everyday (5-7),1 or 2 days/weekends,6,Quite,Take to the strees to demonstrate,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Solidarity,Descendent categories,VIOLENCIA DE GENERO,Gender-based violence,,,,Quite capable,Agree,Strongly agree,Strongly agree,Agree,Agree,Maybe,COLABORAR UN POCO,Participation in the organisation of IWD,,,,No,No,,No,No,No, ,,,,,Yes,5,No,5,Did not want to vote,Abstained,PP,,Have no networks,,,,Man,58,"6, 8,","Looking for a job, has worked before","FP1, Intermediate Vocational Training",Yes,It is fine as it is,Woman,1,No,No,No,No,,"Yes, call him/her",1.058823529411588,.9857819905151366,.9973614775723444
566,26 Feb 19,26 Feb 19,12,Eva,Administered by female interviewer,CATI,11.4,2,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Cádiz,11015,Chiclana de la Frontera,Municipalities >=10K pop.,"20,000-99,999 pop.",11130,Quite,3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),1 or 2 days/weekends,5,Quite,Voting in elections,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,DK,,,EQUIPARAR DERECHOS,Equal rights,,,,,Agree,Strongly agree,Agree,Agree,Disagree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,7,No,5,Yes,Cs Ciudadanos,DK,Cs Ciudadanos,Never,,,,Woman,42,2,Working part-time,Primary school (or has attended school for 5 years or more),Yes,Greater participation of my partner,Man,"3, 4",Yes,No,Yes,Yes,Both (sons and daughters),"Yes, call him/her",.9047619047617537,.9543568464670731,.9266666666664669
569,25 Feb 19,25 Feb 19,13,Luna,Administered by female interviewer,CATI,16.3,1,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Huelva,21041,Huelva,Municipalities >=10K pop.,">100,000 pop.",21001,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),0 Completely dissatisfied,Very,Take to the strees to demonstrate,Not capable,"No, I didn't know anything",, ,,,,,,,,,,,DK,DK,,,LOS CRIMENES DE LAS MUJERES,Gender crimes,,,,Very capable,Disagree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,"Yes, in two or more",EDUCACION Y SANIDAD,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,9,Yes,1,Yes,PACMA,PACMA,,Every or almost every day,Yes,Yes,Yes,Man,49,"1, AUTONOMO",Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, by SMS",.7692307692306408,.8540145985348291,.8429423459242716
580,25 Feb 19,25 Feb 19,9,Eva,Administered by female interviewer,CATI,13.6,1,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28043,Colmenar de Oreja,Municipalities <10K pop.,"5,000-9,999 pop.",28380,Not at all,Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Voting in elections,Little,"Yes, very much",No interest,"1, 5, 6",TV,Radio,Newspapers,,Quite,Little,Quite,Quite,No,No,Very necessary,Rather positive,Hope,Descendent categories,"IGUALDAD DE TRATO, SALARIO",Equality in general,Gender equality,Equal pay,,Quite capable,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No, ,,,,,Yes,,Since before,No,Yes,No, ,,,,,Yes,Fully sympathises,Yes,3,Yes,Unidos Podemos,PSOE,,1-2 days a week/weekends,Yes,Yes,Yes,Man,57,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,Greater participation by me,Woman,3,Yes,No,Yes,No,Both (sons and daughters),"Yes, call him/her",.8999999999998497,.9857819905151366,.9973614775723444
613,27 Feb 19,27 Feb 19,17,Daniel,Administered by male interviewer,CATI,12.3,3,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Burgos,9059,Burgos,Municipalities >=10K pop.,">100,000 pop.",09001,Hardly,Everyday or almost everyday (5-7),NA,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),6,Quite,Both are useful,Little,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Quite,Little,Very often,Very often,Yes,,Very necessary,Rather positive,Solidarity,Ascedent categories,99,NA,,,,Quite capable,Disagree,Strongly agree,Agree,Agree,Agree,Yes,1,IWD demonstration,,,,No,No,,No,Yes,"Yes, in two or more","7, 10",Pensioners and retired people,"Other issues not linked to gender inequality (labour, neighbourhood)",,,Yes,7,Yes,3,Yes,PSOE,PSOE,,1-2 days a week/weekends,Yes,No,Yes,Man,63,"11, JUBILACION PARCIAL",Retired or pensioner (previously worked),"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,Greater participation by me,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",.999999999999833,.9857819905151366,.9973614775723444
615,03 Mar 19,03 Mar 19,12,Rosa,Administered by female interviewer,CATI,7.8,7,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46235,Sueca,Municipalities >=10K pop.,"20,000-99,999 pop.",46410,Very,Never,Never,Never,Never,Never,0 Completely dissatisfied,Very,Take to the strees to demonstrate,Not capable,"No, I didn't know anything",, ,,,,,,,,,,,Very necessary,Rather positive,Pride,Ascedent categories,88,DK,,,,,Agree,Agree,Agree,Neither agree nor disagree,Disagree,No, ,,,,,No,Yes,,Yes,Yes,No, ,,,,,No,,,5,Yes,Cs Ciudadanos,Will abstain,Will abstain,Never,,,,Woman,40,10,Unpaid domestic work,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",.759999999999873,.9543568464670731,.9266666666664669
